topic_id,topic_name,ref,book_ko,chapter,verse,match_count,text_ko
1,창조·섭리,베드로후서 3:4,베드로후서,3,4,1,이르되 주께서 강림하신다는 약속이 어디 있느냐 조상들이 잔 후로부터 만물이 처음 창조될 때와 같이 그냥 있다 하니
1,창조·섭리,시편 102:18,시편,102,18,1,이 일이 장래 세대를 위하여 기록되리니 창조함을 받을 백성이 여호와를 찬양하리로다
1,창조·섭리,시편 104:30,시편,104,30,1,주의 영을 보내어 그들을 창조하사 지면을 새롭게 하시나이다
1,창조·섭리,시편 51:10,시편,51,10,1,하나님이여 내 속에 정한 마음을 창조하시고 내 안에 정직한 영을 새롭게 하소서
1,창조·섭리,시편 89:12,시편,89,12,1,남북을 주께서 창조하셨으니 다볼과 헤르몬이 주의 이름으로 말미암아 즐거워하나이다
1,창조·섭리,시편 89:47,시편,89,47,1,나의 때가 얼마나 짧은지 기억하소서 주께서 모든 사람을 어찌 그리 허무하게 창조하셨는지요
1,창조·섭리,신명기 4:32,신명기,4,32,1,네가 있기 전 하나님이 사람을 세상에 창조하신 날부터 지금까지 지나간 날을 상고하여 보라 하늘 이 끝에서 저 끝까지 이런 큰 일이 있었느냐 이런 일을 들은 적이 있었느냐
1,창조·섭리,아모스 4:13,아모스,4,13,1,보라 산들을 지으며 바람을 창조하며 자기 뜻을 사람에게 보이며 아침을 어둡게 하며 땅의 높은 데를 밟는 이는 그의 이름이 만군의 하나님 여호와시니라
1,창조·섭리,에베소서 3:9,에베소서,3,9,1,영원부터 만물을 창조하신 하나님 속에 감추어졌던 비밀의 경륜이 어떠한 것을 드러내게 하려 하심이라
1,창조·섭리,예레미야 31:22,예레미야,31,22,1,반역한 딸아 네가 어느 때까지 방황하겠느냐 여호와가 새 일을 세상에 창조하였나니 곧 여자가 남자를 둘러 싸리라
1,창조·섭리,요한계시록 10:6,요한계시록,10,6,1,세세토록 살아 계신 이 곧 하늘과 그 가운데에 있는 물건이며 땅과 그 가운데에 있는 물건이며 바다와 그 가운데에 있는 물건을 창조하신 이를 가리켜 맹세하여 이르되 지체하지 아니하리니
1,창조·섭리,요한계시록 3:14,요한계시록,3,14,1,라오디게아 교회의 사자에게 편지하라 아멘이시요 충성되고 참된 증인이시요 하나님의 창조의 근본이신 이가 이르시되
1,창조·섭리,욥기 4:17,욥기,4,17,1,사람이 어찌 하나님보다 의롭겠느냐 사람이 어찌 그 창조하신 이보다 깨끗하겠느냐
1,창조·섭리,이사야 40:21,이사야,40,21,1,너희가 알지 못하였느냐 너희가 듣지 못하였느냐 태초부터 너희에게 전하지 아니하였느냐 땅의 기초가 창조될 때부터 너희가 깨닫지 못하였느냐
1,창조·섭리,이사야 40:26,이사야,40,26,1,너희는 눈을 높이 들어 누가 이 모든 것을 창조하였나 보라 주께서는 수효대로 만상을 이끌어 내시고 그들의 모든 이름을 부르시나니 그의 권세가 크고 그의 능력이 강하므로 하나도 빠짐이 없느니라
1,창조·섭리,이사야 40:28,이사야,40,28,1,"너는 알지 못하였느냐 듣지 못하였느냐 영원하신 하나님 여호와, 땅 끝까지 창조하신 이는 피곤하지 않으시며 곤비하지 않으시며 명철이 한이 없으시며"
1,창조·섭리,이사야 41:20,이사야,41,20,1,무리가 보고 여호와의 손이 지으신 바요 이스라엘의 거룩한 이가 이것을 창조하신 바인 줄 알며 함께 헤아리며 깨달으리라
1,창조·섭리,이사야 42:5,이사야,42,5,1,하늘을 창조하여 펴시고 땅과 그 소산을 내시며 땅 위의 백성에게 호흡을 주시며 땅에 행하는 자에게 영을 주시는 하나님 여호와께서 이같이 말씀하시되
1,창조·섭리,이사야 43:1,이사야,43,1,1,야곱아 너를 창조하신 여호와께서 지금 말씀하시느니라 이스라엘아 너를 지으신 이가 말씀하시느니라 너는 두려워하지 말라 내가 너를 구속하였고 내가 너를 지명하여 불렀나니 너는 내 것이라
1,창조·섭리,이사야 43:15,이사야,43,15,1,나는 여호와 너희의 거룩한 이요 이스라엘의 창조자요 너희의 왕이니라
1,창조·섭리,이사야 43:7,이사야,43,7,1,내 이름으로 불려지는 모든 자 곧 내가 내 영광을 위하여 창조한 자를 오게 하라 그를 내가 지었고 그를 내가 만들었느니라
1,창조·섭리,이사야 45:12,이사야,45,12,1,내가 땅을 만들고 그 위에 사람을 창조하였으며 내가 내 손으로 하늘을 펴고 하늘의 모든 군대에게 명령하였노라
1,창조·섭리,이사야 45:18,이사야,45,18,1,대저 여호와께서 이같이 말씀하시되 하늘을 창조하신 이 그는 하나님이시니 그가 땅을 지으시고 그것을 만드셨으며 그것을 견고하게 하시되 혼돈하게 창조하지 아니하시고 사람이 거주하게 그것을 지으셨으니 나는 여호와라 나 외에 다른 이가 없느니라 하시니라
1,창조·섭리,이사야 45:7,이사야,45,7,1,나는 빛도 짓고 어둠도 창조하며 나는 평안도 짓고 환난도 창조하나니 나는 여호와라 이 모든 일들을 행하는 자니라 하였노라
1,창조·섭리,이사야 45:8,이사야,45,8,1,하늘이여 위로부터 공의를 뿌리며 구름이여 의를 부을지어다 땅이여 열려서 구원을 싹트게 하고 공의도 함께 움돋게 할지어다 나 여호와가 이 일을 창조하였느니라
1,창조·섭리,이사야 48:7,이사야,48,7,1,이 일들은 지금 창조된 것이요 옛 것이 아니라 오늘 이전에는 네가 듣지 못하였으니 이는 네가 말하기를 내가 이미 알았노라 하지 못하게 하려 함이라
1,창조·섭리,이사야 54:16,이사야,54,16,1,보라 숯불을 불어서 자기가 쓸 만한 연장을 제조하는 장인도 내가 창조하였고 파괴하며 진멸하는 자도 내가 창조하였은즉
1,창조·섭리,이사야 57:19,이사야,57,19,1,입술의 열매를 창조하는 자 여호와가 말하노라 먼 데 있는 자에게든지 가까운 데 있는 자에게든지 평강이 있을지어다 평강이 있을지어다 내가 그를 고치리라 하셨느니라
1,창조·섭리,이사야 65:17,이사야,65,17,1,보라 내가 새 하늘과 새 땅을 창조하나니 이전 것은 기억되거나 마음에 생각나지 아니할 것이라
1,창조·섭리,이사야 65:18,이사야,65,18,1,너희는 내가 창조하는 것으로 말미암아 영원히 기뻐하며 즐거워할지니라 보라 내가 예루살렘을 즐거운 성으로 창조하며 그 백성을 기쁨으로 삼고
1,창조·섭리,잠언 8:30,잠언,8,30,1,내가 그 곁에 있어서 창조자가 되어 날마다 그의 기뻐하신 바가 되었으며 항상 그 앞에서 즐거워하였으며
1,창조·섭리,전도서 12:1,전도서,12,1,1,"너는 청년의 때에 너의 창조주를 기억하라 곧 곤고한 날이 이르기 전에, 나는 아무 낙이 없다고 할 해들이 가깝기 전에"
1,창조·섭리,창세기 1:1,창세기,1,1,1,태초에 하나님이 천지를 창조하시니라
1,창조·섭리,창세기 1:21,창세기,1,21,1,"하나님이 큰 바다 짐승들과 물에서 번성하여 움직이는 모든 생물을 그 종류대로, 날개 있는 모든 새를 그 종류대로 창조하시니 하나님이 보시기에 좋았더라"
1,창조·섭리,창세기 1:27,창세기,1,27,1,하나님이 자기 형상 곧 하나님의 형상대로 사람을 창조하시되 남자와 여자를 창조하시고
1,창조·섭리,창세기 2:3,창세기,2,3,1,하나님이 그 일곱째 날을 복되게 하사 거룩하게 하셨으니 이는 하나님이 그 창조하시며 만드시던 모든 일을 마치시고 그 날에 안식하셨음이니라
1,창조·섭리,창세기 2:4,창세기,2,4,1,이것이 천지가 창조될 때에 하늘과 땅의 내력이니 여호와 하나님이 땅과 하늘을 만드시던 날에
1,창조·섭리,창세기 5:1,창세기,5,1,1,이것은 아담의 계보를 적은 책이니라 하나님이 사람을 창조하실 때에 하나님의 모양대로 지으시되
1,창조·섭리,창세기 5:2,창세기,5,2,1,남자와 여자를 창조하셨고 그들이 창조되던 날에 하나님이 그들에게 복을 주시고 그들의 이름을 사람이라 일컬으셨더라
1,창조·섭리,창세기 6:7,창세기,6,7,1,이르시되 내가 창조한 사람을 내가 지면에서 쓸어버리되 사람으로부터 가축과 기는 것과 공중의 새까지 그리하리니 이는 내가 그것들을 지었음을 한탄함이니라 하시니라
1,창조·섭리,출애굽기 31:17,출애굽기,31,17,1,이는 나와 이스라엘 자손 사이에 영원한 표징이며 나 여호와가 엿새 동안에 천지를 창조하고 일곱째 날에 일을 마치고 쉬었음이니라 하라
1,창조·섭리,히브리서 4:3,히브리서,4,3,1,이미 믿는 우리들은 저 안식에 들어가는도다 그가 말씀하신 바와 같으니 내가 노하여 맹세한 바와 같이 그들이 내 안식에 들어오지 못하리라 하셨다 하였으나 세상을 창조할 때부터 그 일이 이루어졌느니라
1,창조·섭리,히브리서 9:11,히브리서,9,11,1,그리스도께서는 장래 좋은 일의 대제사장으로 오사 손으로 짓지 아니한 것 곧 이 창조에 속하지 아니한 더 크고 온전한 장막으로 말미암아
1,창조·섭리,히브리서 9:26,히브리서,9,26,1,그리하면 그가 세상을 창조한 때부터 자주 고난을 받았어야 할 것이로되 이제 자기를 단번에 제물로 드려 죄를 없이 하시려고 세상 끝에 나타나셨느니라
2,임재·영광,갈라디아서 1:24,갈라디아서,1,24,1,나로 말미암아 하나님께 영광을 돌리니라
2,임재·영광,갈라디아서 1:5,갈라디아서,1,5,1,영광이 그에게 세세토록 있을지어다 아멘
2,임재·영광,갈라디아서 5:26,갈라디아서,5,26,1,헛된 영광을 구하여 서로 노엽게 하거나 서로 투기하지 말지니라
2,임재·영광,고린도전서 10:31,고린도전서,10,31,1,그런즉 너희가 먹든지 마시든지 무엇을 하든지 다 하나님의 영광을 위하여 하라
2,임재·영광,고린도전서 11:15,고린도전서,11,15,1,만일 여자가 긴 머리가 있으면 자기에게 영광이 되나니 긴 머리는 가리는 것을 대신하여 주셨기 때문이니라
2,임재·영광,고린도전서 11:7,고린도전서,11,7,1,남자는 하나님의 형상과 영광이니 그 머리를 마땅히 가리지 않거니와 여자는 남자의 영광이니라
2,임재·영광,고린도전서 12:26,고린도전서,12,26,1,만일 한 지체가 고통을 받으면 모든 지체가 함께 고통을 받고 한 지체가 영광을 얻으면 모든 지체가 함께 즐거워하느니라
2,임재·영광,고린도전서 15:40,고린도전서,15,40,1,하늘에 속한 형체도 있고 땅에 속한 형체도 있으나 하늘에 속한 것의 영광이 따로 있고 땅에 속한 것의 영광이 따로 있으니
2,임재·영광,고린도전서 15:41,고린도전서,15,41,1,해의 영광이 다르고 달의 영광이 다르며 별의 영광도 다른데 별과 별의 영광이 다르도다
2,임재·영광,고린도전서 15:43,고린도전서,15,43,1,욕된 것으로 심고 영광스러운 것으로 다시 살아나며 약한 것으로 심고 강한 것으로 다시 살아나며
2,임재·영광,고린도전서 2:7,고린도전서,2,7,1,오직 은밀한 가운데 있는 하나님의 지혜를 말하는 것으로서 곧 감추어졌던 것인데 하나님이 우리의 영광을 위하여 만세 전에 미리 정하신 것이라
2,임재·영광,고린도전서 2:8,고린도전서,2,8,1,이 지혜는 이 세대의 통치자들이 한 사람도 알지 못하였나니 만일 알았더라면 영광의 주를 십자가에 못 박지 아니하였으리라
2,임재·영광,고린도전서 6:20,고린도전서,6,20,1,값으로 산 것이 되었으니 그런즉 너희 몸으로 하나님께 영광을 돌리라
2,임재·영광,고린도후서 1:20,고린도후서,1,20,1,하나님의 약속은 얼마든지 그리스도 안에서 예가 되니 그런즉 그로 말미암아 우리가 아멘 하여 하나님께 영광을 돌리게 되느니라
2,임재·영광,고린도후서 3:10,고린도후서,3,10,1,영광되었던 것이 더 큰 영광으로 말미암아 이에 영광될 것이 없으나
2,임재·영광,고린도후서 3:11,고린도후서,3,11,1,없어질 것도 영광으로 말미암았은즉 길이 있을 것은 더욱 영광 가운데 있느니라
2,임재·영광,고린도후서 3:18,고린도후서,3,18,1,우리가 다 수건을 벗은 얼굴로 거울을 보는 것 같이 주의 영광을 보매 그와 같은 형상으로 변화하여 영광에서 영광에 이르니 곧 주의 영으로 말미암음이니라
2,임재·영광,고린도후서 3:7,고린도후서,3,7,1,돌에 써서 새긴 죽게 하는 율법 조문의 직분도 영광이 있어 이스라엘 자손들은 모세의 얼굴의 없어질 영광 때문에도 그 얼굴을 주목하지 못하였거든
2,임재·영광,고린도후서 3:8,고린도후서,3,8,1,하물며 영의 직분은 더욱 영광이 있지 아니하겠느냐
2,임재·영광,고린도후서 3:9,고린도후서,3,9,1,정죄의 직분도 영광이 있은즉 의의 직분은 영광이 더욱 넘치리라
2,임재·영광,고린도후서 4:15,고린도후서,4,15,1,이는 모든 것이 너희를 위함이니 많은 사람의 감사로 말미암아 은혜가 더하여 넘쳐서 하나님께 영광을 돌리게 하려 함이라
2,임재·영광,고린도후서 4:17,고린도후서,4,17,1,우리가 잠시 받는 환난의 경한 것이 지극히 크고 영원한 영광의 중한 것을 우리에게 이루게 함이니
2,임재·영광,고린도후서 4:4,고린도후서,4,4,1,그 중에 이 세상의 신이 믿지 아니하는 자들의 마음을 혼미하게 하여 그리스도의 영광의 복음의 광채가 비치지 못하게 함이니 그리스도는 하나님의 형상이니라
2,임재·영광,고린도후서 4:6,고린도후서,4,6,1,어두운 데에 빛이 비치라 말씀하셨던 그 하나님께서 예수 그리스도의 얼굴에 있는 하나님의 영광을 아는 빛을 우리 마음에 비추셨느니라
2,임재·영광,고린도후서 6:8,고린도후서,6,8,1,영광과 욕됨으로 그러했으며 악한 이름과 아름다운 이름으로 그러했느니라 우리는 속이는 자 같으나 참되고
2,임재·영광,고린도후서 8:19,고린도후서,8,19,1,이뿐 아니라 그는 동일한 주의 영광과 우리의 원을 나타내기 위하여 여러 교회의 택함을 받아 우리가 맡은 은혜의 일로 우리와 동행하는 자라
2,임재·영광,고린도후서 8:23,고린도후서,8,23,1,디도로 말하면 나의 동료요 너희를 위한 나의 동역자요 우리 형제들로 말하면 여러 교회의 사자들이요 그리스도의 영광이니라
2,임재·영광,고린도후서 9:13,고린도후서,9,13,1,이 직무로 증거를 삼아 너희가 그리스도의 복음을 진실히 믿고 복종하는 것과 그들과 모든 사람을 섬기는 너희의 후한 연보로 말미암아 하나님께 영광을 돌리고
2,임재·영광,골로새서 1:11,골로새서,1,11,1,그의 영광의 힘을 따라 모든 능력으로 능하게 하시며 기쁨으로 모든 견딤과 오래 참음에 이르게 하시고
2,임재·영광,골로새서 1:27,골로새서,1,27,1,하나님이 그들로 하여금 이 비밀의 영광이 이방인 가운데 얼마나 풍성한지를 알게 하려 하심이라 이 비밀은 너희 안에 계신 그리스도시니 곧 영광의 소망이니라
2,임재·영광,골로새서 3:4,골로새서,3,4,1,우리 생명이신 그리스도께서 나타나실 그 때에 너희도 그와 함께 영광 중에 나타나리라
2,임재·영광,나훔 2:2,나훔,2,2,1,여호와께서 야곱의 영광을 회복하시되 이스라엘의 영광 같게 하시나니 이는 약탈자들이 약탈하였고 또 그들의 포도나무 가지를 없이 하였음이라
2,임재·영광,누가복음 12:27,누가복음,12,27,1,백합화를 생각하여 보라 실도 만들지 않고 짜지도 아니하느니라 그러나 내가 너희에게 말하노니 솔로몬의 모든 영광으로도 입은 것이 이 꽃 하나만큼 훌륭하지 못하였느니라
2,임재·영광,누가복음 13:13,누가복음,13,13,1,안수하시니 여자가 곧 펴고 하나님께 영광을 돌리는지라
2,임재·영광,누가복음 13:17,누가복음,13,17,1,예수께서 이 말씀을 하시매 모든 반대하는 자들은 부끄러워하고 온 무리는 그가 하시는 모든 영광스러운 일을 기뻐하니라
2,임재·영광,누가복음 14:10,누가복음,14,10,1,청함을 받았을 때에 차라리 가서 끝자리에 앉으라 그러면 너를 청한 자가 와서 너더러 벗이여 올라 앉으라 하리니 그 때에야 함께 앉은 모든 사람 앞에서 영광이 있으리라
2,임재·영광,누가복음 17:15,누가복음,17,15,1,그 중의 한 사람이 자기가 나은 것을 보고 큰 소리로 하나님께 영광을 돌리며 돌아와
2,임재·영광,누가복음 17:18,누가복음,17,18,1,이 이방인 외에는 하나님께 영광을 돌리러 돌아온 자가 없느냐 하시고
2,임재·영광,누가복음 18:43,누가복음,18,43,1,곧 보게 되어 하나님께 영광을 돌리며 예수를 따르니 백성이 다 이를 보고 하나님을 찬양하니라
2,임재·영광,누가복음 19:38,누가복음,19,38,1,이르되 찬송하리로다 주의 이름으로 오시는 왕이여 하늘에는 평화요 가장 높은 곳에는 영광이로다 하니
2,임재·영광,누가복음 21:27,누가복음,21,27,1,그 때에 사람들이 인자가 구름을 타고 능력과 큰 영광으로 오는 것을 보리라
2,임재·영광,누가복음 23:47,누가복음,23,47,1,백부장이 그 된 일을 보고 하나님께 영광을 돌려 이르되 이 사람은 정녕 의인이었도다 하고
2,임재·영광,누가복음 24:26,누가복음,24,26,1,그리스도가 이런 고난을 받고 자기의 영광에 들어가야 할 것이 아니냐 하시고
2,임재·영광,누가복음 2:14,누가복음,2,14,1,지극히 높은 곳에서는 하나님께 영광이요 땅에서는 하나님이 기뻐하신 사람들 중에 평화로다 하니라
2,임재·영광,누가복음 2:20,누가복음,2,20,1,목자들은 자기들에게 이르던 바와 같이 듣고 본 그 모든 것으로 인하여 하나님께 영광을 돌리고 찬송하며 돌아가니라
2,임재·영광,누가복음 2:32,누가복음,2,32,1,이방을 비추는 빛이요 주의 백성 이스라엘의 영광이니이다 하니
2,임재·영광,누가복음 2:9,누가복음,2,9,1,주의 사자가 곁에 서고 주의 영광이 그들을 두루 비추매 크게 무서워하는지라
2,임재·영광,누가복음 4:6,누가복음,4,6,1,이르되 이 모든 권위와 그 영광을 내가 네게 주리라 이것은 내게 넘겨 준 것이므로 내가 원하는 자에게 주노라
2,임재·영광,누가복음 5:25,누가복음,5,25,1,그 사람이 그들 앞에서 곧 일어나 그 누웠던 것을 가지고 하나님께 영광을 돌리며 자기 집으로 돌아가니
2,임재·영광,누가복음 5:26,누가복음,5,26,1,모든 사람이 놀라 하나님께 영광을 돌리며 심히 두려워하여 이르되 오늘 우리가 놀라운 일을 보았다 하니라
3,거룩·성화,고린도전서 16:20,고린도전서,16,20,1,모든 형제도 너희에게 문안하니 너희는 거룩하게 입맞춤으로 서로 문안하라
3,거룩·성화,고린도전서 1:2,고린도전서,1,2,1,고린도에 있는 하나님의 교회 곧 그리스도 예수 안에서 거룩하여지고 성도라 부르심을 받은 자들과 또 각처에서 우리의 주 곧 그들과 우리의 주 되신 예수 그리스도의 이름을 부르는 모든 자들에게
3,거룩·성화,고린도전서 1:30,고린도전서,1,30,1,너희는 하나님으로부터 나서 그리스도 예수 안에 있고 예수는 하나님으로부터 나와서 우리에게 지혜와 의로움과 거룩함과 구원함이 되셨으니
3,거룩·성화,고린도전서 3:17,고린도전서,3,17,1,누구든지 하나님의 성전을 더럽히면 하나님이 그 사람을 멸하시리라 하나님의 성전은 거룩하니 너희도 그러하니라
3,거룩·성화,고린도전서 6:11,고린도전서,6,11,1,너희 중에 이와 같은 자들이 있더니 주 예수 그리스도의 이름과 우리 하나님의 성령 안에서 씻음과 거룩함과 의롭다 하심을 받았느니라
3,거룩·성화,고린도전서 7:14,고린도전서,7,14,1,믿지 아니하는 남편이 아내로 말미암아 거룩하게 되고 믿지 아니하는 아내가 남편으로 말미암아 거룩하게 되나니 그렇지 아니하면 너희 자녀도 깨끗하지 못하니라 그러나 이제 거룩하니라
3,거룩·성화,고린도전서 7:34,고린도전서,7,34,1,마음이 갈라지며 시집 가지 않은 자와 처녀는 주의 일을 염려하여 몸과 영을 다 거룩하게 하려 하되 시집 간 자는 세상 일을 염려하여 어찌하여야 남편을 기쁘게 할까 하느니라
3,거룩·성화,고린도후서 13:11,고린도후서,13,11,1,마지막으로 말하노니 형제들아 기뻐하라 온전하게 되며 위로를 받으며 마음을 같이하며 평안할지어다 또 사랑과 평강의 하나님이 너희와 함께 계시리라 거룩하게 입맞춤으로 서로 문안하라
3,거룩·성화,고린도후서 1:12,고린도후서,1,12,1,우리가 세상에서 특별히 너희에 대하여 하나님의 거룩함과 진실함으로 행하되 육체의 지혜로 하지 아니하고 하나님의 은혜로 행함은 우리 양심이 증언하는 바니 이것이 우리의 자랑이라
3,거룩·성화,고린도후서 7:1,고린도후서,7,1,1,그런즉 사랑하는 자들아 이 약속을 가진 우리는 하나님을 두려워하는 가운데서 거룩함을 온전히 이루어 육과 영의 온갖 더러운 것에서 자신을 깨끗하게 하자
3,거룩·성화,골로새서 1:22,골로새서,1,22,1,이제는 그의 육체의 죽음으로 말미암아 화목하게 하사 너희를 거룩하고 흠 없고 책망할 것이 없는 자로 그 앞에 세우고자 하셨으니
3,거룩·성화,골로새서 3:12,골로새서,3,12,1,그러므로 너희는 하나님이 택하사 거룩하고 사랑 받는 자처럼 긍휼과 자비와 겸손과 온유와 오래 참음을 옷 입고
3,거룩·성화,누가복음 11:2,누가복음,11,2,1,예수께서 이르시되 너희는 기도할 때에 이렇게 하라 아버지여 이름이 거룩히 여김을 받으시오며 나라가 임하시오며
3,거룩·성화,누가복음 1:35,누가복음,1,35,1,천사가 대답하여 이르되 성령이 네게 임하시고 지극히 높으신 이의 능력이 너를 덮으시리니 이러므로 나실 바 거룩한 이는 하나님의 아들이라 일컬어지리라
3,거룩·성화,누가복음 1:49,누가복음,1,49,1,능하신 이가 큰 일을 내게 행하셨으니 그 이름이 거룩하시며
3,거룩·성화,누가복음 1:70,누가복음,1,70,1,이것은 주께서 예로부터 거룩한 선지자의 입으로 말씀하신 바와 같이
3,거룩·성화,누가복음 1:72,누가복음,1,72,1,우리 조상을 긍휼히 여기시며 그 거룩한 언약을 기억하셨으니
3,거룩·성화,누가복음 2:23,누가복음,2,23,1,이는 주의 율법에 쓴 바 첫 태에 처음 난 남자마다 주의 거룩한 자라 하리라 한 대로 아기를 주께 드리고
3,거룩·성화,누가복음 4:34,누가복음,4,34,1,아 나사렛 예수여 우리가 당신과 무슨 상관이 있나이까 우리를 멸하러 왔나이까 나는 당신이 누구인 줄 아노니 하나님의 거룩한 자니이다
3,거룩·성화,누가복음 9:26,누가복음,9,26,1,누구든지 나와 내 말을 부끄러워하면 인자도 자기와 아버지와 거룩한 천사들의 영광으로 올 때에 그 사람을 부끄러워하리라
3,거룩·성화,느헤미야 11:1,느헤미야,11,1,1,백성의 지도자들은 예루살렘에 거주하였고 그 남은 백성은 제비 뽑아 십분의 일은 거룩한 성 예루살렘에서 거주하게 하고 그 십분의 구는 다른 성읍에 거주하게 하였으며
3,거룩·성화,느헤미야 11:18,느헤미야,11,18,1,거룩한 성에 레위 사람은 모두 이백팔십사 명이었느니라
3,거룩·성화,느헤미야 13:22,느헤미야,13,22,1,내가 또 레위 사람들에게 몸을 정결하게 하고 와서 성문을 지켜서 안식일을 거룩하게 하라 하였느니라 내 하나님이여 나를 위하여 이 일도 기억하시옵고 주의 크신 은혜대로 나를 아끼시옵소서
3,거룩·성화,느헤미야 9:14,느헤미야,9,14,1,거룩한 안식일을 그들에게 알리시며 주의 종 모세를 통하여 계명과 율례와 율법을 그들에게 명령하시고
3,거룩·성화,다니엘 11:45,다니엘,11,45,1,그가 장막 궁전을 바다와 영화롭고 거룩한 산 사이에 세울 것이나 그의 종말이 이르리니 도와 줄 자가 없으리라
3,거룩·성화,다니엘 4:13,다니엘,4,13,1,"내가 침상에서 머리 속으로 받은 환상 가운데에 또 본즉 한 순찰자, 한 거룩한 자가 하늘에서 내려왔는데"
3,거룩·성화,다니엘 4:17,다니엘,4,17,1,이는 순찰자들의 명령대로요 거룩한 자들의 말대로이니 지극히 높으신 이가 사람의 나라를 다스리시며 자기의 뜻대로 그것을 누구에게든지 주시며 또 지극히 천한 자를 그 위에 세우시는 줄을 사람들이 알게 하려 함이라 하였느니라
3,거룩·성화,다니엘 4:18,다니엘,4,18,1,나 느부갓네살 왕이 이 꿈을 꾸었나니 너 벨드사살아 그 해석을 밝히 말하라 내 나라 모든 지혜자가 능히 내게 그 해석을 알게 하지 못하였으나 오직 너는 능히 하리니 이는 거룩한 신들의 영이 네 안에 있음이라
3,거룩·성화,다니엘 4:23,다니엘,4,23,1,"왕이 보신즉 한 순찰자, 한 거룩한 자가 하늘에서 내려와서 이르기를 그 나무를 베어 없애라 그러나 그 뿌리의 그루터기는 땅에 남겨 두고 쇠와 놋줄로 동이고 그것을 들 풀 가운데에 두라 그것이 하늘 이슬에 젖고 또 들짐승들과 더불어 제 몫을 얻으며 일곱 때를 지내리라 하였나이다"
3,거룩·성화,다니엘 4:8,다니엘,4,8,1,그 후에 다니엘이 내 앞에 들어왔으니 그는 내 신의 이름을 따라 벨드사살이라 이름한 자요 그의 안에는 거룩한 신들의 영이 있는 자라 내가 그에게 꿈을 말하여 이르되
3,거룩·성화,다니엘 4:9,다니엘,4,9,1,박수장 벨드사살아 네 안에는 거룩한 신들의 영이 있은즉 어떤 은밀한 것이라도 네게는 어려울 것이 없는 줄을 내가 아노니 내 꿈에 본 환상의 해석을 내게 말하라
3,거룩·성화,다니엘 5:11,다니엘,5,11,1,왕의 나라에 거룩한 신들의 영이 있는 사람이 있으니 곧 왕의 부친 때에 있던 자로서 명철과 총명과 지혜가 신들의 지혜와 같은 자니이다 왕의 부친 느부갓네살 왕이 그를 세워 박수와 술객과 갈대아 술사와 점쟁이의 어른을 삼으셨으니
3,거룩·성화,다니엘 7:27,다니엘,7,27,1,나라와 권세와 온 천하 나라들의 위세가 지극히 높으신 이의 거룩한 백성에게 붙인 바 되리니 그의 나라는 영원한 나라이라 모든 권세 있는 자들이 다 그를 섬기며 복종하리라
3,거룩·성화,다니엘 8:13,다니엘,8,13,1,내가 들은즉 한 거룩한 이가 말하더니 다른 거룩한 이가 그 말하는 이에게 묻되 환상에 나타난 바 매일 드리는 제사와 망하게 하는 죄악에 대한 일과 성소와 백성이 내준 바 되며 짓밟힐 일이 어느 때까지 이를꼬 하매
